refkey1,refdata1,refkey2,refdata2,refdata3,refdata4
cut,school,report,adult,child,840.32
every,operation,trip,remain,increase,341.93
tend,idea,usually,standard,or,126.43
then,dinner,water,little,watch,46.43
number,occur,board,price,manage,521.78
second,price,short,floor,performance,302.59
try,leader,among,risk,reveal,183.0
agree,interview,kid,send,natural,939.76
realize,determine,nation,follow,recent,590.3
speech,leg,third,effect,player,715.29
should,box,structure,about,talk,421.14
eye,face,reveal,by,grow,769.1
want,alone,consumer,eight,everybody,341.88
common,start,yourself,always,including,161.5
film,within,let,mother,remain,835.19
father,role,color,spend,group,294.34
third,right,event,spend,back,221.43
million,else,career,state,federal,916.57
off,property,hear,yourself,speak,504.18
anyone,food,country,design,fear,167.38
pick,answer,material,return,study,896.15
protect,ever,cover,she,which,723.2
international,letter,girl,visit,state,168.28
use,risk,actually,debate,forward,704.37
fear,think,law,artist,long,895.7
piece,magazine,success,show,visit,735.34
chair,attorney,responsibility,read,loss,442.22
station,drug,arm,heavy,doctor,468.65
myself,offer,develop,data,cup,289.87
impact,home,institution,national,seem,565.4
season,action,significant,toward,seven,941.65
list,feel,let,program,bed,956.6
tell,out,since,must,cover,601.23
worry,computer,machine,somebody,myself,175.83
matter,past,than,discussion,number,44.37
really,grow,adult,eye,enough,396.42
less,bed,special,sure,value,514.02
which,late,they,father,issue,973.32
large,argue,career,consumer,clearly,788.4
step,hair,tree,step,how,591.17
new,away,mother,side,common,606.8
capital,story,recent,cultural,get,441.74
develop,country,take,military,institution,269.61
walk,design,say,their,their,644.71
risk,join,form,marriage,wish,605.31
worker,point,federal,first,grow,116.31
anyone,sea,second,near,show,953.0
interesting,site,think,direction,behavior,415.82
lawyer,science,woman,skill,throw,260.28
bag,describe,including,other,six,559.1
cold,operation,ahead,bag,southern,986.62
city,picture,president,wrong,win,846.27
us,safe,open,event,likely,229.38
down,tree,author,capital,particular,893.07
treat,sure,life,Mr,amount,619.68
our,church,cultural,create,share,703.25
reach,into,professor,sound,election,97.27
get,ground,scene,gas,citizen,677.96
red,anything,magazine,image,else,568.26
area,medical,remain,year,floor,144.89
kitchen,save,view,soon,unit,9.8
moment,ground,nearly,strong,part,10.07
purpose,upon,international,sometimes,do,462.55
central,kitchen,camera,attorney,begin,496.53
catch,she,game,share,of,687.49
you,test,around,physical,too,993.33
different,describe,produce,response,picture,300.95
see,American,talk,place,attorney,270.58
story,blue,might,center,someone,72.93
food,player,usually,focus,true,603.77
new,growth,onto,simply,page,218.33
a,hear,son,few,space,686.45
picture,us,nature,machine,stay,442.01
party,with,their,gas,card,999.99
huge,research,similar,and,series,881.62
race,suddenly,throw,run,sort,364.92
member,top,become,work,scientist,191.31
item,economic,whom,wife,although,507.12
personal,often,main,answer,difference,135.01
something,agreement,hand,century,prove,462.29
because,yeah,news,list,say,84.09
push,watch,mother,message,beautiful,904.43
car,defense,break,often,stop,58.79
bank,few,until,both,significant,917.02
get,hand,cover,could,account,621.31
image,management,measure,one,wall,627.67
minute,high,trouble,hour,drive,568.19
whether,parent,grow,collection,some,291.05
despite,investment,class,south,hair,35.62
decade,simple,word,history,growth,298.85
up,example,trouble,evidence,buy,115.46
rule,east,job,challenge,operation,635.52
local,beautiful,think,eat,type,710.77
listen,than,meeting,rest,state,605.08
agency,same,bad,finish,change,651.64
whatever,clear,out,statement,effort,268.84
star,avoid,history,front,size,392.21
series,table,affect,pattern,country,473.51
race,eye,their,soon,present,855.37
heavy,option,time,ago,technology,830.25
own,entire,project,fine,prevent,236.73
through,business,bill,difference,up,986.1
successful,age,member,visit,debate,199.55
leader,line,although,score,support,584.69
rule,collection,create,enter,skin,238.0
yes,others,different,ball,ask,706.23
first,election,whom,attack,it,607.64
interesting,growth,mouth,choose,television,878.1
teach,economic,person,top,least,753.33
finally,stage,lot,career,anyone,269.91
effect,girl,about,effort,people,234.57
animal,finally,painting,even,national,428.2
road,agree,usually,need,pressure,391.06
politics,unit,whom,tonight,between,937.4
themselves,why,operation,understand,action,952.58
production,player,same,bed,trip,810.05
town,bed,serious,move,force,77.78
hope,choose,magazine,blood,worker,921.79
wonder,deep,rate,green,any,752.69
read,threat,debate,miss,nor,165.07
state,hotel,image,size,although,609.55
wonder,magazine,agency,full,along,207.88
attorney,require,tough,understand,happy,488.15
attack,none,design,conference,knowledge,913.36
too,his,affect,run,practice,995.62
spend,spring,resource,manage,almost,910.11
poor,sell,fund,special,realize,863.52
machine,different,able,plan,instead,895.69
bill,fall,type,interview,control,818.18
option,face,party,low,try,386.83
drug,fire,step,operation,hundred,879.9
democratic,evidence,worker,new,approach,38.24
to,walk,for,sometimes,some,615.75
ever,fall,since,theory,catch,833.91
discuss,six,author,eat,many,334.8
beyond,president,least,so,hit,879.17
kitchen,gas,enough,human,rise,379.69
camera,why,fill,bed,surface,199.29
however,option,address,carry,fund,182.04
protect,him,most,ahead,resource,438.46
remember,something,hair,thing,middle,815.27
offer,rate,rather,recent,question,780.48
husband,add,manage,you,good,271.35
body,any,across,lose,resource,476.42
special,break,capital,south,once,582.49
raise,cold,peace,return,artist,375.1
real,Democrat,wide,summer,blue,276.25
serve,beyond,air,offer,seek,837.51
result,appear,upon,reality,gas,45.37
him,wind,treat,when,seek,872.39
future,center,source,house,ask,161.14
analysis,community,project,least,still,497.6
outside,fly,arrive,to,organization,598.7
daughter,hundred,happen,certain,attack,109.73
quickly,bring,career,water,may,85.97
beyond,task,Mrs,meeting,later,845.47
stop,first,staff,list,share,771.29
skin,expert,improve,bill,fall,512.34
rule,decision,town,heart,teach,632.09
into,care,pattern,character,without,500.56
entire,seem,central,film,hold,550.28
science,opportunity,increase,herself,thus,620.33
show,wind,rock,single,song,58.1
teach,especially,unit,surface,everyone,591.7
wish,above,find,even,form,513.47
more,middle,how,garden,remember,605.93
look,open,simple,future,quality,388.13
person,happen,material,contain,thought,921.99
ready,free,loss,child,trade,664.72
song,already,might,well,news,222.63
democratic,method,response,score,compare,819.45
individual,degree,lead,food,left,991.09
week,serious,early,too,second,751.99
heart,month,choose,worker,herself,848.12
effort,shake,performance,night,part,588.61
machine,particular,office,friend,world,40.29
tonight,ground,ground,consider,nor,521.02
stop,bed,contain,if,style,806.79
store,learn,reduce,place,ball,114.65
far,need,only,north,happy,706.43
future,structure,size,second,care,498.36
attorney,art,television,total,continue,815.59
measure,sea,whom,together,almost,659.28
night,loss,how,realize,above,596.32
commercial,beautiful,bring,including,because,143.72
appear,go,third,school,protect,208.88
car,someone,wish,Mr,shake,732.62
effect,mind,single,already,green,240.13
mention,read,fear,could,guy,683.75
let,person,news,degree,follow,733.59
us,modern,worker,question,room,529.54
easy,address,head,government,adult,820.23
never,any,usually,better,alone,688.1
think,imagine,bar,strong,amount,615.34
participant,five,executive,music,admit,945.66
common,same,owner,politics,citizen,525.66
career,political,rest,list,agency,339.01
more,open,right,box,both,736.86
fight,political,we,strong,fish,999.13
federal,learn,later,into,along,822.96
scientist,over,responsibility,receive,traditional,12.69
market,air,piece,ask,magazine,628.2
at,pass,perhaps,while,available,656.13
because,interesting,language,until,behavior,409.22
enough,final,political,human,appear,56.63
employee,customer,interest,within,future,155.47
it,pick,for,paper,oil,565.21
order,soldier,fight,beyond,what,385.45
piece,lawyer,thus,door,plan,838.51
score,lot,kitchen,above,quickly,806.88
whatever,help,require,half,woman,425.34
water,group,receive,technology,myself,7.05
increase,green,some,push,response,679.05
born,mouth,white,condition,set,400.06
important,summer,middle,experience,common,23.18
today,but,stay,carry,six,220.28
network,about,language,so,situation,79.15
raise,available,build,factor,foot,241.68
place,if,step,prove,executive,344.52
science,during,finish,organization,decade,955.73
water,brother,short,catch,price,83.65
their,fact,condition,author,help,787.02
bar,more,happy,sort,clear,294.05
tough,while,learn,model,enough,739.21
firm,suggest,large,skin,somebody,455.45
draw,rich,number,necessary,television,746.73
message,huge,per,message,guess,960.75
create,work,police,interest,decision,641.3
Mr,pressure,huge,wide,result,329.43
stay,sure,prevent,generation,become,485.64
throw,likely,enjoy,type,law,720.77
black,hard,when,official,eight,374.72
training,others,play,could,million,807.64
onto,whether,power,population,call,252.83
similar,challenge,only,her,off,157.64
because,certainly,him,far,somebody,189.99
especially,official,impact,president,high,681.97
black,health,fine,north,relationship,696.52
better,office,information,fire,stop,560.52
but,back,his,occur,property,974.83
cold,face,describe,too,need,301.98
good,create,month,outside,individual,705.93
arrive,good,rest,structure,play,677.27
act,size,study,up,science,936.83
choice,mention,these,a,try,565.33
in,identify,consumer,modern,management,579.09
because,mind,first,south,decision,480.31
analysis,speak,win,red,offer,852.7
through,eat,same,continue,society,449.89
money,surface,guess,memory,attack,284.6
sometimes,message,require,change,cold,652.11
large,side,raise,situation,west,604.65
provide,lawyer,never,local,scene,434.39
huge,impact,white,impact,wait,835.42
tell,coach,cup,event,trial,235.99
mention,until,thank,stand,herself,320.2
able,medical,trial,program,know,526.99
environmental,leave,never,capital,American,893.12
to,than,prevent,person,sea,486.5
material,way,another,force,positive,712.69
professor,investment,get,knowledge,mother,991.69
protect,treatment,building,discussion,others,586.48
small,at,possible,discuss,director,746.74
audience,Republican,left,different,indicate,217.48
question,name,officer,prepare,process,420.28
result,dinner,less,give,form,458.25
forward,wish,office,executive,power,903.81
yard,everybody,choose,other,risk,195.67
against,strategy,wear,old,leg,168.86
section,middle,serve,owner,team,708.16
billion,sometimes,expert,sign,election,643.78
summer,style,force,reduce,cold,784.59
hope,show,project,figure,care,602.37
different,guy,east,each,civil,706.01
mother,key,sport,nation,more,242.5
culture,opportunity,technology,every,sport,190.22
final,human,seek,career,employee,918.17
coach,perhaps,follow,total,government,663.7
inside,space,certain,relate,stay,391.89
development,audience,be,benefit,remember,243.75
report,size,change,may,thousand,228.64
defense,area,read,loss,this,379.19
bar,even,keep,science,charge,211.45
door,garden,movement,discussion,begin,644.76
moment,political,then,wait,possible,511.7
him,hotel,small,surface,vote,939.01
conference,partner,entire,both,nation,756.93
away,car,receive,tough,market,76.44
thus,population,strategy,heart,resource,77.92
receive,so,least,method,coach,113.93
quite,staff,energy,history,concern,706.82
table,decision,free,standard,investment,468.69
spring,expert,make,involve,woman,283.58
nation,almost,site,away,produce,531.83
ask,education,skin,apply,avoid,914.4
always,later,father,detail,arm,771.25
seven,shoulder,treatment,economy,write,385.49
as,partner,by,action,look,786.91
us,front,environment,can,pay,63.72
should,author,live,up,care,161.18
board,camera,perform,rest,policy,938.42
mission,short,commercial,price,institution,11.86
continue,environment,recognize,pick,traditional,754.0
time,go,your,sit,quality,522.45
billion,wear,old,edge,collection,591.46
ready,sea,yard,station,practice,526.16
important,sing,hit,often,every,387.02
